doc,clean,tokens,prediction,ground_truth
"I have no desire to return to this pain, and Ive never self tapered with methadone or subs. I just want to fully detox before beginning a real recovery program, I've been looking into Refuge Recovery and have a mentor who will help me get admitted.",have no desire to return to pain and ive never self tapered with methadone or subs just want to fully detox before beginning a real recovery program have been looking into refuge recovery and have a mentor will help get admitted,"['have', 'no', 'desire', 'to', 'return', 'to', 'pain', 'and', 'ive', 'never', 'self', 'tapered', 'with', 'methadone', 'or', 'subs', 'just', 'want', 'to', 'fully', 'detox', 'before', 'beginning', 'a', 'real', 'recovery', 'program', 'have', 'been', 'looking', 'into', 'refuge', 'recovery', 'and', 'have', 'a', 'mentor', 'will', 'help', 'get', 'admitted']",0,0
"er I've not quit, well I quit the H after 12 years in 1991, then had 25 years on methadone with a very occassional hit of H, now I'm on er morphine after a bad spinal injury. It's been 41 years in total.",er have not quit well quit the h after 12 years in 1991 then had 25 years on methadone with a very occassional hit of h now am on er morphine after a bad spinal injury is been 41 years in total,"['er', 'have', 'not', 'quit', 'well', 'quit', 'the', 'h', 'after', '12', 'years', 'in', '1991', 'then', 'had', '25', 'years', 'on', 'methadone', 'with', 'a', 'very', 'occassional', 'hit', 'of', 'h', 'now', 'am', 'on', 'er', 'morphine', 'after', 'a', 'bad', 'spinal', 'injury', 'is', 'been', '41', 'years', 'in', 'total']",1,1
Not sure but I will say they are a waste of time really. To me they are not as strong as even tramadol,not sure but will say are a waste of time really to are not as strong as even tramadol,"['not', 'sure', 'but', 'will', 'say', 'are', 'a', 'waste', 'of', 'time', 'really', 'to', 'are', 'not', 'as', 'strong', 'as', 'even', 'tramadol']",2,2
"People always say this but to me it's akin to green tea with bitter undertones, not that bad. I have been taking it for over half a decade now so maybe I'm desensitized haha.",people always say but to is akin to green tea with bitter undertones not bad have been taking for over half a decade now so maybe am desensitized haha,"['people', 'always', 'say', 'but', 'to', 'is', 'akin', 'to', 'green', 'tea', 'with', 'bitter', 'undertones', 'not', 'bad', 'have', 'been', 'taking', 'for', 'over', 'half', 'a', 'decade', 'now', 'so', 'maybe', 'am', 'desensitized', 'haha']",2,2
"I relapsed on tramadol (150mg) which I have stopped a few days ago, soma (300mg) which I stopped a week ago, and now currently taking gaba (6,000 mg) for about 4 days now.",relapsed on tramadol 150mg have stopped a few days ago soma 300mg stopped a week ago and now currently taking gaba 6000 mg for about 4 days now,"['relapsed', 'on', 'tramadol', '150mg', 'have', 'stopped', 'a', 'few', 'days', 'ago', 'soma', '300mg', 'stopped', 'a', 'week', 'ago', 'and', 'now', 'currently', 'taking', 'gaba', '6000', 'mg', 'for', 'about', '4', 'days', 'now']",1,1
I took it and it made me feel like when I first got off the opiates. Sweats puking even more anxiety I throw the bottle away it was terrible,took and made feel like when first got off the opiates sweats puking even more anxiety throw the bottle away was terrible,"['took', 'and', 'made', 'feel', 'like', 'when', 'first', 'got', 'off', 'the', 'opiates', 'sweats', 'puking', 'even', 'more', 'anxiety', 'throw', 'the', 'bottle', 'away', 'was', 'terrible']",1,1
"Prescription decrease does not decrease addiction issues. It increases them. If I can’t get my morphine, and I NEED it, then what street drug can I get that’s closest....Smack",prescription decrease does not decrease addiction issues increases if cant get morphine and need then street drug can get thats closestsmack,"['prescription', 'decrease', 'does', 'not', 'decrease', 'addiction', 'issues', 'increases', 'if', 'cant', 'get', 'morphine', 'and', 'need', 'then', 'street', 'drug', 'can', 'get', 'thats', 'closestsmack']",2,2
"I was on morphine and and fentanyl for the last 2 weeks. 

Opiate withdrawal is no joke.",was on morphine and and fentanyl for the last 2 weeks opiate withdrawal is no joke,"['was', 'on', 'morphine', 'and', 'and', 'fentanyl', 'for', 'the', 'last', '2', 'weeks', 'opiate', 'withdrawal', 'is', 'no', 'joke']",1,1
"You too! 

My first sober New Year in 15 years. So much time wasted.",too first sober new year in 15 years so much time wasted,"['too', 'first', 'sober', 'new', 'year', 'in', '15', 'years', 'so', 'much', 'time', 'wasted']",1,1
i’m barely surviving over her and i’m going on 11 months 😅,im barely surviving over and im going on 11 months,"['im', 'barely', 'surviving', 'over', 'and', 'im', 'going', 'on', '11', 'months']",2,2
"Sometimes when I smoke meth I can literally hear other peoples thoughts haha 

But when I’m sober I can just hear the other my selves thoughts haha 

But if I get into a relationship maybe I can hear my boyfriends thoughts 🤔

How do I like… I need an MF doom mask. Hmm hmm hmm",sometimes when smoke meth can literally hear other peoples thoughts haha but when im sober can just hear the other selves thoughts haha but if get into a relationship maybe can hear boyfriends thoughts how do like need an mf doom mask hmm hmm hmm,"['sometimes', 'when', 'smoke', 'meth', 'can', 'literally', 'hear', 'other', 'peoples', 'thoughts', 'haha', 'but', 'when', 'im', 'sober', 'can', 'just', 'hear', 'the', 'other', 'selves', 'thoughts', 'haha', 'but', 'if', 'get', 'into', 'a', 'relationship', 'maybe', 'can', 'hear', 'boyfriends', 'thoughts', 'how', 'do', 'like', 'need', 'an', 'mf', 'doom', 'mask', 'hmm', 'hmm', 'hmm']",2,2
I drink water like a mofo when detoxing. Like a glass an hour. I was/am constantly pissing in the bathroom.,drink water like a mofo when detoxing like a glass an hour wasam constantly pissing in the bathroom,"['drink', 'water', 'like', 'a', 'mofo', 'when', 'detoxing', 'like', 'a', 'glass', 'an', 'hour', 'wasam', 'constantly', 'pissing', 'in', 'the', 'bathroom']",2,2
Injection of heroin is extremely bad especially continued use. It can ruin your veins and lungs and heart,injection of heroin is extremely bad especially continued use can ruin veins and lungs and heart,"['injection', 'of', 'heroin', 'is', 'extremely', 'bad', 'especially', 'continued', 'use', 'can', 'ruin', 'veins', 'and', 'lungs', 'and', 'heart']",2,2
"It was the last symptom to go when I detoxed. I sneezed for months. And now, three and a half years later I still never only sneeze once when I do happen to sneeze, it’s always sneezing fits now.",was the last symptom to go when detoxed sneezed for months and now three and a half years later still never only sneeze once when do happen to sneeze always sneezing fits now,"['was', 'the', 'last', 'symptom', 'to', 'go', 'when', 'detoxed', 'sneezed', 'for', 'months', 'and', 'now', 'three', 'and', 'a', 'half', 'years', 'later', 'still', 'never', 'only', 'sneeze', 'once', 'when', 'do', 'happen', 'to', 'sneeze', 'always', 'sneezing', 'fits', 'now']",1,1
"i’m glad you were found and made it, for the sake of not only you but your loved ones as well. he’s the second person in my life that i’ve lost to a fent overdose this year and seeing the impact it’s had on everyone has been very disheartening",im glad were found and made for the sake of not only but loved ones as well hes the second person in life ive lost to a fent overdose year and seeing the impact had on everyone has been very disheartening,"['im', 'glad', 'were', 'found', 'and', 'made', 'for', 'the', 'sake', 'of', 'not', 'only', 'but', 'loved', 'ones', 'as', 'well', 'hes', 'the', 'second', 'person', 'in', 'life', 'ive', 'lost', 'to', 'a', 'fent', 'overdose', 'year', 'and', 'seeing', 'the', 'impact', 'had', 'on', 'everyone', 'has', 'been', 'very', 'disheartening']",1,1
Yes. I’m miserable without drugs. I can stay sober for x amount of time but will always go back. 12 steps promising a spiritual experience and a new mindset and way of life. Drugs are but a symptom of our spiritual sickness.,yes im miserable without drugs can stay sober for x amount of time but will always go back 12 steps promising a spiritual experience and a new mindset and way of life drugs are but a symptom of spiritual sickness,"['yes', 'im', 'miserable', 'without', 'drugs', 'can', 'stay', 'sober', 'for', 'x', 'amount', 'of', 'time', 'but', 'will', 'always', 'go', 'back', '12', 'steps', 'promising', 'a', 'spiritual', 'experience', 'and', 'a', 'new', 'mindset', 'and', 'way', 'of', 'life', 'drugs', 'are', 'but', 'a', 'symptom', 'of', 'spiritual', 'sickness']",2,2
I’m off a percocet I’m itching👨🏽‍🍳,im off a percocet im itching,"['im', 'off', 'a', 'percocet', 'im', 'itching']",2,2
